4.899 -0.81080756690291167   0.161  6*8     (stripe)
6 	   -0.78781164759360423   0.146   8*8     (stripe)
6.928   -0.78032564559460549 0.149   8*10  
7.746  -0.77733571849940386  0.147   8*12
10   -0.74868709091130414   0.14 12*12
